years,model1,model2,model3,model4,model5,model6,model7,model8,model9,model10,model11,model12,model13,model14,model15,model16
1962,404.67723598267185,499.51272211981177,1165.7724695392972,486.58693516119075,355.8796318622626,931.0487051696782,443.22584984638524,322.89924130450345,788.6417463363614,377.284492389299,693.2199898168619,1393.958056397969,899.8899423928378,1076.642444267054,1842.7097328269156,314.9012681860768
1963,332.31362720107427,459.4568841097498,1170.328561367205,591.4959385821817,289.25106413225876,1617.2422813884623,181.3206430914761,201.98279337576537,524.6381226204903,581.7285995355633,604.4569474200671,1279.6208732470404,871.107900460629,1150.2553723636083,1920.588810177287,420.23487030619435
1964,406.84171518810217,398.9085483571671,967.956324230181,418.55157489808335,91.02418128477439,907.4591810203856,212.53140311309835,110.84606875283498,521.9984749011928,360.6799222601694,411.55655160844447,1535.1041354821064,807.804111074438,1007.1687252464471,1766.8117698660353,503.4965901195392
1965,381.61366865679156,211.81771174860842,1351.4075382998271,679.0225949247542,122.38966236836859,642.9544935290323,249.0440415298508,403.6569999196672,441.00460348345223,497.6503916339425,853.939617312426,1264.198221283732,902.8012322625727,1092.4135102308355,1805.7158510084264,454.27569035578017
1966,538.0268214215903,412.9795880616882,948.3335731303669,488.019746379814,104.025267180441,807.3933034964284,348.0905192514001,185.7301762406678,755.1596575736767,368.05372877224727,671.2872412550496,1623.0019488022663,1090.882043010788,1083.7413173401728,1844.2726905690506,416.5678577471681
1967,431.2522960892238,415.54999310912706,770.7353278366099,375.67750612008695,113.87042515432313,1114.2213222759892,222.46380884525934,191.86938414653696,512.5264434907876,738.1523831107188,498.6472767071973,1454.0447573497659,1268.6489772924688,1021.2490570382215,1418.9689211023506,407.6419348507443
1968,333.95549711794956,319.2846316655732,1095.8757842534396,463.6907115989743,255.16028791316785,1561.996887405985,246.67180659016594,290.6977504958718,650.5238628958523,316.2416926215883,467.4055798860081,1661.6237915935926,910.186680273091,1188.5462326317793,1953.9546859217808,351.5375422994282
1969,407.2743762502796,252.64667133346848,1204.5872124450398,410.19289121904876,86.75540879075925,1620.9107648253848,339.8022573277558,184.0513576786634,736.5677697804131,416.7204766290524,679.9612377155881,1384.415817714762,940.0453546935751,1019.7953794850037,2108.362858631881,314.72001536294556
1970,281.6633515412832,553.2684410361071,1071.879302833986,537.9269124590792,109.80469462319888,1298.9977683406323,205.1469630477186,195.95261282702268,764.316924677405,374.7097741186735,471.9366665502548,1315.0176635943353,1125.3317907743622,718.7997467510286,1683.4394572528254,589.9604652951552
1971,343.62658781174105,490.9779957656454,1215.5750485791941,662.9263034546966,195.0156374729886,859.6143932136329,185.07195847201956,228.1760926963898,1148.326228262158,299.1136200413166,412.5732759936909,1315.0326551520266,885.640352286282,916.1590298892406,1912.9425711929798,322.4159663344835
1972,476.5258657018421,365.82053991777457,1514.9956381501397,586.8530000851024,313.0195866187023,1060.2540833750368,244.8593665075805,175.5890810304436,981.0589208012971,649.8736281744641,521.9609690858306,1314.7374597669113,1058.4889068202756,1135.1652229423053,2016.4316510315984,452.56233763464024
1973,523.0744083510217,510.5204459041488,1181.7043538962025,564.5900162991893,153.07501544357365,1002.2723715490429,296.6966436181792,147.65918453069844,566.6571720183128,445.34134287314373,774.5019231097558,1310.206502303481,1080.4594993212959,895.523924488225,1958.9267826610012,318.96486421173904
1974,607.9380428134755,622.740049656386,1290.524207695853,538.8918783348345,399.82839436179347,840.7373572195866,278.8115817329526,385.4940297199164,486.4031706156311,404.2428638544152,424.80007791546086,1562.0798632968217,1178.8309431402013,1177.973096788628,1361.6165054321755,345.47686456853626
1975,257.2257634028574,493.0269383031373,1128.3711661022153,454.71005586732645,254.0367133136897,626.8041931930384,324.0657102582645,269.40036096416407,643.1639188585905,730.9088525387438,441.0476737439176,1128.049156293855,950.4505433840677,1090.850092243636,1474.9952686659526,327.6346870462248
1976,259.0205546708603,346.4829646944288,1072.2087880087201,406.0446232895174,163.5440216880852,860.4904943175654,364.79053034213393,181.9174110444656,597.9263690947846,499.96720657909464,328.4515076966386,1489.330670677009,842.6963691448606,1199.7603032214101,1634.2983722192002,524.74370467055
1977,307.0496840238775,325.20017795577587,1214.8909041134175,476.45586970088516,191.4709331060294,933.3368400592008,161.53396367590176,241.53461270539083,643.5000942408806,385.43416609973065,646.791267043227,1266.1342617531773,927.5175508519169,791.7960071645211,1574.1775618982501,573.9238209438554
1978,403.6791766882743,282.5443595868592,1071.9049684015772,540.3945647383807,97.84734095501335,637.0500231718324,241.55943186324293,183.6483956409097,668.2789341008174,532.4527443528495,420.57175809786713,1563.7551925785374,897.4382377729853,1091.4655486500124,1696.383435081225,396.4628377414556
1979,347.69753390864935,288.3233867898525,1328.6334797157906,427.70446390786674,148.9009973092834,811.8419266811998,291.34837910582974,315.8807357711087,656.793934442976,468.2157779530826,746.1943515983876,1315.8143290987937,695.7156663411297,1009.1545773429971,2057.7750726239174,655.3835423789224
1980,344.70275458133983,536.6191822098699,870.2833908517277,461.2193276656893,111.93005222462489,993.8205753900547,276.50332869070553,369.0160251088321,744.5381808352067,388.5807165780534,456.90792717650766,1611.0312157601584,1003.6723991397594,1113.8953265104647,1976.367235032376,523.7105750878982
1981,491.49646621226566,414.9365985914585,886.2672452756669,300.3967570167788,143.74586710348467,874.2910364761372,348.619102761495,207.6059464689024,849.6447505975084,669.3687693463289,559.1139157193993,1403.6210381775163,1170.495053673585,912.6967286778381,1893.5009736742359,932.7283348330639
1982,263.6956072750763,313.4503552739318,1139.0563715976896,541.3000491356797,294.0137854895511,929.8368243819823,277.2021845924428,81.27575126283801,679.3150814335206,356.3735371109942,749.9038389258203,1592.2101102332817,1127.1762803124147,899.3842295341892,1900.6507752172183,933.8541965551485
1983,618.8096798774495,591.6391345588067,1177.198056515772,483.72229915767093,161.6668917028619,984.3268394040024,277.950798275333,240.02074249430052,739.5686403906438,420.37161619591643,658.836321454055,1022.2138485638425,905.7522807380337,1322.0200180832762,1934.7680770559236,325.2428143430734
1984,463.99561508442275,549.5698125978606,1133.9233768929262,483.68081687003183,211.8497173230935,967.4243924411712,397.2549157396543,350.939256879451,676.1060645614634,610.1508133975585,476.6216379151956,1442.845685390057,1345.0725959875854,1611.6074856428895,1538.0717697065847,500.9488071987107
1985,346.29171721571765,415.1644497949249,1206.2164336501155,605.1168494045669,160.04247239761753,925.4623102590358,318.3166770853404,326.40765547312185,1099.3129085491091,457.98402582677227,608.3805122825652,1171.475600489066,1298.8422330512549,854.6109743008856,1646.1750401125755,679.6824616942104
1986,410.7235066301655,457.18611903714645,1408.7427360151196,497.15063586018005,296.6748760628434,772.5121725564804,104.40911356155311,258.92687962441414,375.5281814630507,255.83832703505323,601.3793491109027,1463.6134572559968,837.3112063691224,818.4264704592351,1607.6704594262992,575.5856162448254
1987,324.41858395468444,589.1674014350428,1212.433262547347,589.9227683530626,152.7324395303367,908.4568266212045,297.94124303189164,68.97721968636574,651.6499378223671,377.46457812490917,361.93667056559207,1368.4681610553525,1154.1043681660085,1003.9573039772222,1715.154269777122,416.4127516329245
1988,426.8915833031315,327.546367154946,1554.0739924967056,365.0873559132833,352.2573121761525,685.9441029911977,238.21602718135182,213.60645376174148,852.0672962034951,484.2195478526264,410.58471995493164,1367.3773168382468,1003.2766922478913,1049.207419223967,1911.2319643667433,602.5297368505562
1989,429.0847475589544,265.1684042162742,1196.4333227224415,452.77553050536864,171.86736118401313,800.4209406586597,302.46094458816515,256.09406729049624,655.7749056257308,421.8090441348977,531.5223519515712,1525.1023058372084,1463.2966340068378,1395.6789357376692,2397.203662537504,547.6752006873539
1990,380.03685684670927,530.2430548573284,1569.6716040241881,403.7538823517025,271.5443028926529,1200.3077876317548,327.44707950141674,217.06115726592543,773.448527792516,731.420099081879,517.261864043212,1524.280841241125,1217.0596565731103,1105.105850759719,1754.8885296826484,225.75095011814028
1991,330.1103442933254,278.5562487311836,809.9109981540096,481.39336701569846,434.9576058278217,705.6867949066145,288.3221437175962,349.5679863868645,572.0334289493621,462.09920903183956,305.00921115749406,1299.0483330228017,965.9694810587098,1359.9715411663055,1587.977632106049,683.0203863487895
1992,302.09409479220994,494.294159727815,984.4231499639136,534.7033367950644,139.4521786891346,932.3281815811924,247.38928667884466,66.89960133800241,626.8250859993714,332.3609360049886,544.5494517320185,1427.1439025353175,1244.0600502464804,993.456747570599,1618.0047846981324,455.60193225981607
1993,515.8053446613849,525.2664474075573,1056.2796126207104,486.15675849141553,253.7890294304816,1168.858542383532,218.6962764020791,302.55328696111974,872.4360937946585,645.1607274269918,350.7552684615803,1361.7584490333684,1147.3811548821686,1151.0688751994167,1637.162077910034,334.94165703348244
1994,414.50412889589643,311.42045913820766,850.9393024665769,451.94399495449034,251.30921304189542,1516.6701158861542,334.5605930694063,535.4684378333332,652.2750449948944,532.922968978346,544.9221289651177,1395.2919561357703,905.5975938143092,1127.353821869474,2008.2212045614142,800.1754655067998
1995,347.20333930745255,491.7729314031021,1115.8347805787344,619.0049845012254,486.323523154806,899.3994652115362,277.6979466019611,408.66065785110095,619.8670969108207,542.6567218372838,735.5022055911832,1622.7435738081113,1000.1782311046554,1130.3142018907238,1997.0349843380973,578.9097549004509
1996,576.6319163747539,529.1261432176725,1009.8184915550519,427.51920349587635,193.56169253296684,891.7578351509292,222.16133266514362,249.13629810350812,722.7880935141002,343.21660972536847,529.7680552322618,1531.637561012758,1192.4886515600292,997.8412967728218,1804.2728602245916,302.07633238114795
1997,341.4075843822502,539.4888577278834,806.6223472502315,611.1660406296835,388.2429072771629,1024.755608912892,110.40614422108774,246.0408662797363,846.2572512220504,562.2770701712398,478.7597457462425,1537.4136936210562,1199.2638873307442,912.808903147743,1879.5776350336382,428.19037995213876
1998,309.8166528711772,360.6268293107405,1340.5217438477848,702.5008189884829,140.7680326134141,1045.5213501277285,139.29538254010367,188.18518496924335,666.3155712856678,511.00240483392554,432.0522717126323,1421.232077392051,1007.7174780024507,1015.2098955935799,1887.2664934810018,842.9280015045151
1999,474.5724902910297,356.919711828607,1152.992136462126,344.280297094328,168.72578042366513,907.3615963367047,229.47620291649855,253.90213452185435,654.0923451454887,389.1560249394388,706.13472096029,1412.370301882038,1046.6531326541449,1135.935137537308,2009.8268245143117,530.8134514169069
2000,472.45537814087584,240.18349651616973,1056.0414943029173,442.10800153887647,222.15631715416748,570.2258935632017,192.8954861875809,238.9308839675209,625.3117306641798,391.7186140395643,408.03169659457126,1503.8483537791763,1082.6118590965052,942.1309864585055,1724.4250136136543,278.6902844438373
2001,265.61834577223635,574.2851257190352,1308.282330451766,532.5501577780415,194.19235960112928,1066.8047081064287,187.57855193516662,341.08400979371254,1290.6865201861365,427.2833958391857,828.4560016736577,1497.0908273477107,1281.620676870807,1038.8415321576758,1750.8633749443106,636.8571100769259
2002,369.3187657321687,316.3518134304695,1535.1788243686315,413.94981084063147,209.84134504833492,1407.6252340062638,170.1785963171858,375.28433125950755,1074.35306675834,617.8638025321561,711.2580159286154,1263.4745769551955,1067.7941290392482,697.3672171155158,1850.912970493664,414.56293501314576
2003,360.20803832725505,299.9570199077425,928.3007089456078,690.1886214734986,331.8011808076335,1077.5951283692848,212.6664122544753,179.87279282916245,614.4975560255261,655.4011684813304,416.2884598409619,1457.708890736103,1179.1601475277275,1028.1342728325399,1675.3437439561822,548.0587394240473
2004,427.38814830736374,500.72970914347934,1167.8546739931335,578.7276393682987,306.140565752321,1120.7535604157783,198.40998888086006,177.58172989870218,776.7310980634647,615.6395592573972,480.9409884176546,1589.8391017166432,1098.5252797348949,1236.5149785808171,1505.8691790196463,493.5938731506212
2005,442.52444401499815,531.0664151943456,1382.5945870543364,453.36457549892657,224.2593930061048,770.968445701692,207.97954756126273,307.43608480297553,695.7669877519947,453.46020734323247,731.4647846971639,1490.933090209728,914.9287627122249,1166.6778606420849,1802.24993826414,667.4796761131518
2006,421.29526790668024,363.67017557095096,1428.8925352338993,534.971779188345,380.5175686475195,905.0437158961358,103.7003423225542,328.8157832022705,439.58258910315635,786.0811699734768,648.1505158540131,1354.9171405553352,1239.8576296502142,1168.5948302911129,1625.5066774087027,381.51818564979294
2007,402.86963966973417,389.05639770403013,1755.9408720466308,481.9110006890696,151.29722357887658,917.5264924478142,336.7188533715307,270.0733528203273,641.4037070077029,732.5725617993157,483.85127169822226,1541.922696994152,1230.8666774890526,691.5423828642815,1666.0216168267652,485.2930879048472
2008,300.04921782792735,508.4455955466524,1504.0430640015984,503.23101750675505,436.3862734347208,1183.978512820022,161.38845211953594,326.5802895883553,761.2544022365,468.308256103046,636.6841174909098,1098.7799399415962,1258.5676753791631,959.6023436533869,1589.2501328773506,592.2322644743957
2009,468.1226765529573,335.18826338927283,1525.8897523744963,475.0739937677281,291.46450758507854,1020.3089144175465,185.85113291162543,271.24611092231135,678.6881498423099,610.2616244739693,520.4568182074581,1387.508975568926,983.4587274614023,1135.1428876783757,1850.5146800569491,873.974394338552
2010,399.28230975710903,506.6443381094814,1545.1851141748193,478.33436728978995,244.2543670807936,739.374920771661,243.94491257553454,526.8627943422871,656.3304346828801,516.0559772375564,580.7632633425783,1461.1279250413645,1086.815835229936,942.1346386370715,1353.0687558486534,276.7042880394001
2011,235.73952257356723,650.4242239584187,1711.3267936336342,627.8930199556271,204.82964265327155,850.3077085359109,216.60623803818453,337.27354700369006,775.3049651106267,414.0023488605948,393.5042388038255,1319.354248966556,922.3978749650996,940.4297163913725,1913.441733957734,403.93991618702785
2012,405.1653825348694,186.7333521049659,1041.7241175222443,418.5661785684715,335.95746389769374,1017.9812888309243,236.28391812080736,293.0440891091166,1332.1528736909386,801.1785870990934,432.45464447609265,1545.4607214254793,1107.6889015326742,985.6903227228031,2018.7897828232963,621.1543209567026
2013,317.7343813083553,438.5551500142128,1197.845162647718,543.2724169437279,256.0968359792241,658.5383365920279,229.93923824305966,81.1543886018228,961.2301649643996,588.3330030646903,468.0889390210723,1497.3421892034821,1163.9295794157078,1052.361979993293,1646.5546108258422,930.7537983033399
2014,556.3849567668512,432.79443684400576,1144.0188932829187,453.36104449984305,52.89319411767792,881.3601941704519,199.77962630418915,519.4574488756189,1060.838320437324,706.6372031158608,570.9985237499495,1555.1698320661671,1646.6515836829785,898.3448178798426,1564.9938861024566,520.5078636060989
2015,490.6182066719339,492.4204151218646,1267.7442087326199,527.2267274477372,150.315551748281,891.4917587577293,192.15723573915966,184.97800674664404,610.1922774545528,479.4261055154493,597.6753489456314,1443.980027991347,1174.4715906854253,790.7674278299964,1918.3181144180708,561.2049666069652
2016,448.16612763697776,351.6857259875451,1105.5164766403323,545.7741452151822,277.2544709870999,784.178480425544,161.84308571632755,189.99637836309375,660.9035654459149,488.1620308109632,628.7977838252118,1319.2034641338978,972.4449729175831,928.6147467966657,2159.507937094895,655.210802927968
2017,371.886439402806,264.4312695632834,1761.9336530158762,523.1292815393317,271.27378389595833,1182.8280712761625,253.15318206959319,257.8103580555819,606.9377684128995,619.4115537011385,446.9614004696723,1459.8251712115598,1338.7877232424216,1039.103855794383,2156.3987623667344,632.4203758904332
2018,362.71036339676357,328.7743453391801,1462.6163708599051,520.4656812916255,210.0852863462933,1743.2827430806356,372.806283509226,264.67054120721514,688.6076243970365,497.9778083481506,429.8772986629956,1624.5378688559867,1293.9664604884456,1119.7456183639588,1770.9225796133978,532.4555618019076
2019,300.32136823847395,248.39815518798787,1122.487017052481,589.8888237767096,272.45675842223136,1277.7642562083201,195.7561674867975,436.3845428193258,763.0470474876347,694.4640808869735,332.9570148685434,1472.2551135113463,999.5430705792387,1081.0647075937595,2057.8688696958125,334.3930879927939
2020,301.29162343073403,525.2812905220708,1121.189493490965,563.5589933272058,226.7595166706542,663.8037031775184,279.62092798788944,452.2505994383721,744.4203013907099,583.5036096045769,372.82050933463324,1520.5861500813626,958.134399284063,822.5379570190853,1823.0393991689198,837.7049352422944
2021,309.723334537739,295.0697586029946,1431.4494414724322,489.23015712698543,250.75899579694578,847.177202041496,201.31168466450617,597.2451758109692,513.4760197208379,672.6912946542143,462.6642581770284,1586.126539343968,1590.7355834882765,1259.9515850219177,1547.8940401459113,540.1906463732303
2022,413.5278312387527,482.1561118874797,1537.5485090422444,561.1597565759439,110.67894092793722,1184.6118147619563,220.28036636090746,330.32879114343814,820.4834284930257,641.810568634537,474.7382001041842,1529.06476862845,1196.2952634065005,1084.5365781817236,1863.6846816865727,523.5947336110712
2023,469.70327686867677,504.27167881123864,1007.0299132290529,421.4494451478686,521.0118578279435,1286.9416069152066,145.6352992004213,465.7747647265751,1156.6483201109804,610.6875791447237,405.5878481831769,1476.8795180891175,1166.1374152893586,1046.6032384720165,1343.6876079867943,601.022633426328
2024,484.1695131653978,274.89138857981743,1348.9110684284242,532.0552848148509,128.2160025381927,1017.1090927118712,256.15696687509626,290.8834298045491,1191.6329116153065,470.1156864543009,477.2821165897767,1367.1721195976716,942.4990644823993,1290.9980953292688,1851.494951202767,369.82602499792847
2025,654.9427398407715,436.9695908104859,966.3450794963865,551.6220328681129,180.12540136833195,818.0099131354837,337.30976593978994,213.96078459692944,647.8011143663025,864.3961895511893,561.6826729503373,1678.4897815086879,1293.19400864224,990.6712379739474,2173.5194556880742,465.11869980913616
2026,448.87037207518006,618.5546664250978,1093.3512719260762,534.3886041267979,410.9007514187397,1154.7867432775092,190.69091486671823,395.21100167985423,634.7467815074197,495.54175326375116,464.6823747962743,1400.3169959090883,1217.4654188118438,1068.4401433565654,1798.227962886449,779.438677071721
2027,457.78245808451175,201.51150502904898,1370.9676485494128,511.5029672422679,438.2705421656283,1879.2091054085176,243.92872201933642,244.33999350913825,767.5079472362995,697.730055782813,682.9091373527262,1630.4728748858906,1204.0136532697943,849.4609099321679,1836.5577766875504,615.2798641696791
2028,451.92884353982663,252.03982220400576,1206.1047469382174,507.70373332561576,210.01298978671912,1183.6815782247868,182.9180861016539,366.7548580723178,1014.784879196668,500.5351840649382,454.9593665023622,1625.3068315680139,1379.362151004898,849.9556116614258,1999.1043718764558,389.47672378581046
2029,357.3830043360431,397.4378135090319,1052.9481438483344,363.0955032265774,143.24626374673244,1059.6762299188413,168.45562685994082,637.1305626607409,1226.6343940034858,556.9390649106936,477.17864731403097,1518.858234520303,1246.0102046355587,1180.6477456804714,1982.8565174073447,775.0859910072904
2030,389.51970399648417,613.2678979907382,1127.4363131848077,369.49384990020917,281.4957281691022,892.8930585494527,288.776521999489,320.8630600178708,737.7347181503865,418.5534250034834,505.073177831513,1601.1380058364011,952.4395557855314,1064.5054047217855,1856.6477774642408,299.2119318092591
2031,506.91466732605477,404.2117770237951,1297.8926078067161,471.77367378135386,526.5334126504968,854.3478643248136,144.74553856169905,448.8887621098911,782.4072850809898,389.98775662939806,514.8706581630222,1570.449989422923,1107.331058087584,768.054106755676,1987.7331028837943,217.03931326135546
2032,581.1695265678281,352.5999889914601,986.3835066978936,472.9398746116203,172.6201005153598,1926.1511993041495,194.71655221605033,598.2088939672735,709.3708583255648,805.7452727211057,389.91699476846406,1483.6347686767112,1547.5438353092613,1207.2857293496781,1408.9063504245132,639.7503315928589
2033,488.01722922798945,451.75359547959033,1213.6221366352402,303.4537435916718,251.92239825046272,1379.8636286912824,354.07071924018965,365.30560202500055,1006.7896277292675,539.9814792341203,645.1721437559172,1534.9992069939617,1551.6021004150389,1026.6572299646214,1326.6352947684936,609.6908187981171
2034,466.1230082936527,420.39020779166094,1616.5524820651626,534.1104926065782,348.521203979908,1217.0628812942596,299.69055510664475,554.1392107759151,770.1409143053752,515.4995828183019,634.1491100523854,1507.4647275265306,1445.772687153658,1467.7551022046828,1688.6730396479834,520.7416275108699
2035,420.7742644332029,568.1210699665826,1307.9248345282394,573.4726525523001,395.11477498235763,920.6186608158532,395.509838893031,120.94324800067255,826.721368735889,747.7826926966372,529.110245287302,1647.55825860193,995.0026402948424,1022.5552037314628,1609.724375870428,878.488995933003
2036,372.65149671479776,270.4029726487704,1587.5181167779374,644.6214436022442,377.54428388252563,1105.2355354788233,181.06953104875174,241.36056324408344,986.6451548383338,559.3915278112036,443.39985476744914,1521.4223051152658,963.2098930051143,1035.1751881098608,1574.1544468619395,734.8537294168182
2037,451.00008000590606,410.7751539910623,1341.2186359899351,506.3111460704022,442.3194022849202,1861.1160215281416,255.5357660400432,313.9262245686723,686.7324476428621,314.59756600743276,436.467530954269,1549.4692239677534,869.8659121053197,952.9971477692015,1715.1518352795392,930.2060276837437
2038,625.4344212269643,328.00475372862365,1143.4973356314003,625.3800233662332,229.31156246822866,912.8253685485106,278.99047449925547,284.5470983684322,482.5933098200949,572.7332758204284,466.55792041128734,1461.9054019334726,1638.3013034937903,1084.3967237567995,1683.4989193710499,345.7840357279565
2039,497.1213518176228,404.6946529349043,1538.1042416382115,649.491461456455,216.99398543878488,872.5421538372757,285.86463188767084,420.82309157631244,1020.6140268972376,430.201586408657,542.8536724448122,1580.4331215040293,1296.9211595340312,1215.8278262562817,1823.743575924891,763.3346188741143
2040,539.905336847005,336.5933970667811,1500.5337566777598,488.11366581358016,531.4538347160124,982.342858541449,187.95537723698317,498.49419950301126,1199.6700961483157,655.8810235354031,387.277334832379,1464.3177026126068,1234.754348215938,993.000549759654,1997.8616771986708,567.4624665381998
2041,456.72861459534033,303.4559417883429,1786.8505568476394,550.9666892034147,239.80914720450528,872.1732939389767,209.48858078854755,80.90588906279663,629.4755191112927,732.7784084916857,461.3012548048573,1365.3050102759153,1090.0227195341813,1066.108531448117,1753.0945884034736,340.1181384999063
2042,541.7530545048066,418.5677517849854,1368.3073324958968,513.265336823406,398.74948409214994,1343.8720443795319,177.50651953123224,472.67386919611454,846.6829927485378,466.1236153857317,274.63819597979864,1361.6143188555725,1151.484734157566,1058.0862386137596,1829.9180303234607,737.2370058455317
2043,481.2377680762438,270.7959976333086,1130.2886397053953,514.3874585337471,292.0040282460832,1382.4724609832629,212.32440073656562,328.19240647186234,1189.3943644099636,557.2257373736647,592.5389756397635,1591.9856314198114,1705.9342967389966,1307.2491318111133,1385.7300243937061,765.8633507853665
2044,448.52822729053514,561.7396860735198,1262.2980415035272,388.5119282575033,221.20276812056545,1177.3895701745914,276.6950999985056,369.00430996322484,727.8181004981889,680.1855339660506,408.01147218955975,1613.7575643486343,1245.3085768036544,1344.5566405251157,1330.3541063214652,488.3397000954574
2045,510.2362824967713,415.6389375498293,879.0343975910218,516.7986719556252,111.73028457506007,956.4242269972965,154.67864868651304,277.08395805120745,787.5150765259605,496.9413128495944,528.6165122473903,1402.0930561528075,1107.2100037197742,1033.1490388940438,1494.7469549020752,508.9638408743667
2046,595.7207671104698,394.46465223857103,1794.8481896775775,420.8737206256046,509.7227232681689,864.9436573614366,237.58097005047603,543.8529622158967,558.2832385174697,629.0484637607733,505.5566875411387,1682.2748630860588,994.2279873837833,1017.3051471443614,1463.2852137292502,412.5262872677695
2047,495.76528352408786,599.3820729072013,1471.917939564446,578.441673539055,562.3155008968752,833.1009535031626,124.51712819611771,252.3434447255113,964.292851920618,513.3678667079948,399.46693681276884,1481.9296429865062,1755.626518715144,1106.262282334501,1310.4151311868918,601.5666909307583
2048,588.9400334679522,304.93975904914805,1557.1873959474033,687.9163961872109,220.10509976553294,1692.7721321233548,172.3906927843018,616.7974510955901,792.7841523166308,418.33076006005285,594.5734628683567,1512.6870794745628,1414.5625089237,1267.4081644567195,1652.1741459349869,587.6530620971607
2049,577.0557647731039,615.9118260257856,1662.3710208688863,476.25129442494654,538.2067524595186,1091.2996050406946,223.10881279126988,426.9299255960419,898.9475278474856,556.1671002724324,588.2359764487774,1655.8328528772108,1132.2637796118215,1263.9453021620284,2021.937710075872,668.49759193301
2050,618.4496537651285,520.1656577201732,1427.8154834581073,491.135465056027,375.9545406825964,1123.5505789409217,173.20471243565407,495.7723405735351,730.1395951973973,583.9402718464044,277.58871137020833,1535.0610753404908,1355.2992486573203,1200.8902728266548,2078.537884930847,444.8117959017509
2051,542.9533543021535,412.6124823171267,1308.5674893198302,514.6868688800168,628.2708872680814,945.965483126929,319.30619130039304,380.57198207084184,980.2291515792604,463.98284372098715,473.8872006935708,1750.5784916575067,1651.394432927816,974.2137407680275,1230.2529125619913,601.1688084267007
2052,373.67499510455673,561.4991641874894,1190.1452796533704,485.95191357562726,455.5077354756577,1211.9087821303879,196.60002281716515,503.480276648952,849.080565290933,738.2981264140199,631.5245611873252,1545.2324224286713,973.4319044988297,956.3406919582121,2101.2445307162125,518.5830524627818
2053,451.73823136574356,366.64263399488846,1254.4222691038158,639.221147353237,135.68594137277614,642.8154989866925,163.0469999613979,608.4801854181023,783.0631495817215,664.806451845925,583.8200632633743,1513.1598978652619,1401.0504624660825,1119.9617360718548,2193.0150930653326,496.50926113990863
2054,396.8671036680462,407.082440596605,1273.1117699237075,456.39488409797195,386.87872834798327,1694.8261021985672,221.59818129384803,225.9436969927549,694.9207636294886,887.3200163347065,775.6682842171962,1449.1608041804284,1319.2515209440899,1204.9368611784303,1772.1474094432779,665.1435956449859
2055,582.7272975555388,647.185631969478,1679.8731892195065,625.901885575513,567.6808928677929,1246.051939913832,225.20290578080449,635.4038294182828,1338.8930770859588,640.1349867170211,677.9093996208303,1621.4647940942086,1462.0727888721376,986.5388722537318,1528.635190014029,562.6555517793804
2056,434.62075736315455,523.4010764155755,971.5763751520171,424.34011478253916,485.1833557831924,1059.493617847329,315.48288805117863,127.50946879923504,996.1719329177868,450.95252697428805,323.7344740421577,1580.1401024800725,1070.5167930544121,1150.6963093735976,1496.1286634701537,649.0949374616321
2057,529.1637693788289,531.5520652392479,1375.2751592735876,613.0848218657775,478.1596505879861,876.864012113947,210.3222510555497,186.83033874926878,567.865099098708,467.3878025434533,618.9294504917143,1325.2967543900013,991.0667616262799,966.1581802778528,1403.4462740033632,545.4704612352543
2058,539.3403681926429,520.3580416957266,1016.6009315304109,608.5471321137902,554.4970079579798,1509.8422399907577,261.52709050729754,503.64093530788523,756.936009664787,798.2567802377162,341.764463391155,1525.117801252054,1587.253819812031,1330.1452329353197,1981.3296383363195,249.03476046088144
2059,552.8173892307677,540.6893635641154,1229.0337747777812,566.1918849542417,280.9259644145641,1459.2002936900826,348.49755390478094,406.4099183844519,867.4447472658358,638.144374436979,442.73983278125115,1589.7290446038824,1397.7745406838949,1413.8608746347018,1568.1494242540793,769.96211395155
2060,314.66417584761075,414.005084932802,1096.732154311212,621.7074252170278,273.4802803308412,1783.7955508202867,102.56758822625898,528.4726013382169,975.3597981267376,460.13886221862776,523.0962219102366,1484.947510814527,1370.7822031359683,1043.5999227804132,1312.4896241883107,612.8056570669287
2061,451.21556252925075,555.5803396463489,1197.641091659898,553.2294195974828,642.0157677413954,1120.2216680667334,171.58043071967768,379.77241005019096,1065.172787971096,580.2361881109391,383.58314363758836,1242.0011386857368,1383.0576364547596,1257.6624437060673,1326.75368571945,465.2821280862554
2062,661.6679919505259,355.376816543,1267.342345326324,678.9277871524973,877.9743946652161,1150.280312639552,152.14434555177831,207.2047976897352,491.17609920576797,560.4677180959698,573.8640910520644,1605.0096008344553,993.0776047076506,963.2977371642482,2026.05642657727,426.6218837717133
2063,450.0193600779312,457.97436665559417,1168.219045672049,602.0965416642866,293.3262567697966,1119.5013467535318,256.4462599089893,308.8210714900015,917.5943431182532,578.5559543452109,318.48309442975733,1797.8823407669552,1429.9494300910737,700.0936373864533,1493.9364917110652,641.2768753517412
2064,494.90239736333024,440.49086708687355,1458.4875912813004,528.6282074972405,423.22956301832164,2082.296515579219,170.50375711914967,478.8675215924741,886.5804002372897,486.6441052970913,397.92776046087965,1413.6355356808053,1528.7355835127528,1029.1032144217752,1722.9894569034514,710.560138479832
2065,416.4252288406715,525.8745318335059,1089.1820537639433,460.6868894177751,612.6804882667784,1113.5232278349577,120.55549818906002,242.28923109653806,897.5460395071423,740.7521774146517,650.409979012511,1361.507108079968,1552.4649426690303,806.3713446244947,1613.2110612004908,558.3929880409869
