years,model_0,model_1,model_2,model_3,model_4,model_5,model_6,model_7,model_8,model_9,model_10,model_11,model_12,model_13,model_14,model_15
2054,0.287035706,1.849626051,0.361799935,0.301584797,-1.692968548,0.507647477,-0.315983004,0.56237167,1.567948432,-0.148517022,-0.69721952,0.253452594,1.74577353,1.379538819,-1.702753612,1.966237732
2055,1.292126897,1.074838448,1.799697509,1.300653796,-0.03512014,-0.75453452,0.846649482,-0.332019239,0.576023203,1.429344513,-0.619825752,-1.175081408,2.409353472,1.847958711,0.573844253,1.376809644
2056,-1.562616246,1.763623117,-0.548519596,0.925032746,0.143664164,1.368509163,-0.267662249,0.399084006,0.133664117,0.024958008,0.364759317,0.998670992,-0.028933445,3.020077364,0.473799465,-0.249147262
2057,0.97312736,2.470983994,-1.326649907,-0.492392208,0.422719296,1.615052868,0.188971822,0.930948864,-0.243511258,1.126443394,-1.850026378,2.142022759,2.492797185,1.596634621,-1.603505653,0.818424441
2058,1.106971572,2.404471611,0.314399167,-0.683589532,1.225109815,0.712253118,2.060596706,-0.309067517,-0.052397422,-0.994035754,-2.915247567,1.321275485,-1.408046403,0.66134887,2.036588266,-0.674848476
2059,-0.817954569,0.756296079,1.119651842,-1.35169231,2.018353437,-0.915452758,1.765910437,0.097409991,0.661322688,-1.096786357,-0.378315972,0.103244241,-0.433320069,1.29775919,-0.688956412,0.380295747
2060,1.534946301,1.932207236,2.0996555,1.516190177,0.184680715,0.46931475,2.271277701,2.867308931,0.029916223,-1.123910123,-0.220269007,1.364617083,1.314480114,1.483090186,-1.067936789,0.124169429
2061,-0.622373549,2.202460794,0.915132264,0.7254214,0.626759062,-1.20619721,0.253304357,-0.409337446,-1.097496737,-2.788714686,-0.184372166,2.143845985,0.443326578,1.531788858,-2.188931757,0.334661383
2062,1.609255157,1.27573423,1.131686781,-0.096130971,-0.363598296,-0.537557886,-0.40327405,0.905158915,-1.6750835,0.596202448,0.25340203,-0.645110956,0.382846917,0.634208161,1.396970889,0.086603736
2063,0.159857479,-0.495968674,-0.098907989,0.535228388,0.016464649,0.931507508,0.078997145,0.216528268,0.016617705,-0.583202215,-0.869433092,1.149041656,0.96667469,1.90438322,1.822246252,1.446831461
2064,1.188557512,3.003289874,0.507989765,-1.66439576,0.934772507,0.37918156,-0.863100689,-0.482859954,-0.636252777,-1.785954174,-2.121187979,0.821143355,2.295804552,2.013879226,1.72605834,-1.189395671
2065,-0.843333398,1.377411463,1.193025436,-0.025340223,1.606850913,-0.530339135,1.754671119,0.329263691,0.56876857,-0.891038947,0.349764336,1.222760997,-0.969436295,2.111296804,-0.596589966,-0.395754578
2066,0.615223452,1.45247519,0.980241428,1.150540401,1.083472433,-0.573780952,0.729781562,0.115122001,-0.942129428,-1.183599397,-1.370920657,1.542582488,-0.191618986,2.079555153,2.629000893,-0.298328011
2067,0.226460756,0.642652311,2.261101703,0.322281943,1.050690435,-0.134502213,0.318851153,0.805694272,0.425812853,-1.375969893,-1.765227555,2.246631112,1.149464016,3.086530216,0.834995046,0.004087489
